Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [471, 153, 511], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 257}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [471, 153, 257], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [471, 153, 257], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""471,153,511;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""471,153,257;471,153,257""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,145004.672794,0.0,0.930702,0.081738,0.0,0.027662,0.105453
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [865], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 611}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [611], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [611], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""865;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""611;611""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,9.619118,0.0,0.695154,0.064975,0.0,0.202263,0.055649
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [360, 775, 223], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 159}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [360, 775, 159], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [360, 775, 159], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""360,775,223;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""360,775,159;360,775,159""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,223511.623529,0.0,0.866262,0.161625,0.0,0.032608,0.220508
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1690], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 351}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [351], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [351], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1690;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""351;351""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,18.232353,0.0,0.834167,0.028553,0.0,0.109131,0.034522
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61, 242, 14, 14, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61, 242, 14, 14, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [61, 242, 14, 14, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""61,242,14,14,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""61,242,14,14,16;61,242,14,14,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,196586.752941,0.0,0.553629,0.662251,0.0,0.128377,0.229763
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [477, 402, 188], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 60}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [477, 402, 60], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [477, 402, 60], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""477,402,188;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""477,402,60;477,402,60""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,131380.0375,0.0,0.824062,0.19977,0.0,0.033259,0.210811
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [616, 140, 206], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 201}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [616, 140, 201], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [616, 140, 201], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""616,140,206;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""616,140,201;616,140,201""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,65512.541912,0.0,0.836873,0.167939,0.0,0.031374,0.250369
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1134, 53, 757], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 466}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1134, 53, 466], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1134, 53, 466], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1134,53,757;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1134,53,466;1134,53,466""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,180306.552941,0.0,0.931688,0.105845,0.0,0.029543,0.085284
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [415, 205, 400], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 209}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [415, 205, 209], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [415, 205, 209], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""415,205,400;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""415,205,209;415,205,209""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,137873.036029,0.0,0.926419,0.086851,0.0,0.020207,0.122625
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [125, 166, 1616], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 335}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [125, 166, 335], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [125, 166, 335], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""125,166,1616;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""125,166,335;125,166,335""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,152650.025735,0.0,0.970263,0.039521,0.0,0.018427,0.036498
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [33, 717, 2026], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1873}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [33, 717, 1873], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [33, 717, 1873], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""33,717,2026;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""33,717,1873;33,717,1873""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,221593.6375,0.0,0.958649,0.060311,0.0,0.031703,0.042544
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61, 18, 70, 14, 57], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 33}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61, 18, 70, 14, 33], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [61, 18, 70, 14, 33], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""61,18,70,14,57;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""61,18,70,14,33;61,18,70,14,33""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,369703.153676,0.0,0.444871,0.386501,0.0,0.042344,0.421994
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1125, 408, 121], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 46}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1125, 408, 46], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1125, 408, 46], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1125,408,121;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1125,408,46;1125,408,46""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,251773.615441,0.0,0.703255,0.271048,0.0,0.036166,0.26411
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 37, 83, 24, 60], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 37, 83, 24, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [11, 37, 83, 24, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""11,37,83,24,60;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""11,37,83,24,16;11,37,83,24,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,175794.643382,0.0,0.704913,0.49115,0.0,0.065535,0.081648
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1787, 873], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 27}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1787, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1787, 27], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1787,873;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1787,27;1787,27""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,6149.356618,0.0,0.943924,0.07425,0.0,0.029782,0.053576
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [126, 63, 17, 31, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [126, 63, 17, 31, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [126, 63, 17, 31, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""126,63,17,31,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""126,63,17,31,16;126,63,17,31,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,284274.390441,0.0,0.553549,0.662161,0.0,0.128502,0.229728
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1374, 1909], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 583}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1374, 583], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1374, 583], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1374,1909;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1374,583;1374,583""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,12171.060294,0.0,0.954092,0.066094,0.0,0.028392,0.029053
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [446, 237, 528], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 216}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [446, 237, 216], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [446, 237, 216], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""446,237,528;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""446,237,216;446,237,216""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,219898.222059,0.0,0.938215,0.064566,0.0,0.022661,0.05616
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [187, 51, 46, 87], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 60}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [187, 51, 46, 60], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [187, 51, 46, 60], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""187,51,46,87;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""187,51,46,60;187,51,46,60""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,229753.164706,0.0,0.635881,0.333136,0.0,0.032432,0.270833
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1420], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 963}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [963], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [963], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1420;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""963;963""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,15.55,0.0,0.828825,0.030357,0.0,0.116418,0.038018
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [708, 202], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 121}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [708, 121], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [708, 121], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""708,202;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""708,121;708,121""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,567.897059,0.0,0.792555,0.195736,0.0,0.038737,0.229223
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [460, 1548], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 335}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [460, 335], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [460, 335], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""460,1548;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""460,335;460,335""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,3264.368382,0.0,0.964198,0.044562,0.0,0.02477,0.038643
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [229, 1, 20, 214, 52], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 44}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [229, 1, 20, 214, 44], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [229, 1, 20, 214, 44], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""229,1,20,214,52;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""229,1,20,214,44;229,1,20,214,44""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,370501.715441,0.0,0.406267,0.448198,0.0,0.037838,0.374505
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [201, 38, 43, 1, 108], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 85}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [201, 38, 43, 1, 85], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [201, 38, 43, 1, 85], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""201,38,43,1,108;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""201,38,43,1,85;201,38,43,1,85""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,172720.965441,0.0,0.712776,0.274578,0.0,0.035486,0.28338
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [93, 438], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 401}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [93, 401], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [93, 401], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""93,438;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""93,401;93,401""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,182.041912,0.0,0.842558,0.117677,0.0,0.041276,0.139108
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [335, 628, 226], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 77}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [335, 628, 77], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [335, 628, 77], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""335,628,226;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""335,628,77;335,628,77""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,197674.976471,0.0,0.791408,0.245942,0.0,0.028465,0.160393
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 10, 16, 75, 97], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 89}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 10, 16, 75, 89], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [52, 10, 16, 75, 89], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""52,10,16,75,97;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""52,10,16,75,89;52,10,16,75,89""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,381815.558088,0.0,0.618174,0.366973,0.0,0.031122,0.249048
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [120, 7, 59, 54, 21], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 19}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [120, 7, 59, 54, 19], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [120, 7, 59, 54, 19], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""120,7,59,54,21;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""120,7,59,54,19;120,7,59,54,19""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,892976.311765,0.0,0.278123,0.441306,0.0,0.039945,0.451701
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [500, 368, 333], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 64}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [500, 368, 64], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [500, 368, 64], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""500,368,333;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""500,368,64;500,368,64""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,252221.316176,0.0,0.937828,0.114223,0.0,0.027595,0.014255
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1406, 667], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 36}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1406, 36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1406, 36], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1406,667;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1406,36;1406,36""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,3725.169853,0.0,0.940539,0.079027,0.0,0.028811,0.064818
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [20, 80, 105, 1, 227], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 172}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [20, 80, 105, 1, 172], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [20, 80, 105, 1, 172], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""20,80,105,1,227;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""20,80,105,1,172;20,80,105,1,172""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,157967.788971,0.0,0.790677,0.238042,0.0,0.028871,0.191683
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [429, 12, 117, 71], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 40}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [429, 12, 117, 40], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [429, 12, 117, 40], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""429,12,117,71;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""429,12,117,40;429,12,117,40""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,268068.9,0.0,0.622612,0.372672,0.0,0.034427,0.180548
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [102, 61, 71, 1, 102], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 39}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [102, 61, 71, 1, 39], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [102, 61, 71, 1, 39], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""102,61,71,1,102;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""102,61,71,1,39;102,61,71,1,39""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,252522.234559,0.0,0.658596,0.328381,0.0,0.031424,0.256213
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [214, 165, 1564], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 64}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [214, 165, 64], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [214, 165, 64], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""214,165,1564;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""214,165,64;214,165,64""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,252224.778676,0.0,0.966918,0.04471,0.0,0.023025,0.010353
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [180, 3, 333, 267], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 51}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [180, 3, 333, 51], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [180, 3, 333, 51], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""180,3,333,267;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""180,3,333,51;180,3,333,51""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,212067.667647,0.0,0.883279,0.129721,0.0,0.026165,0.127315
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1385], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1185}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1185], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1185], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1385;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1185;1185""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,15.355882,0.0,0.823501,0.035051,0.0,0.105248,0.050469
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [191, 29, 77, 116], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 99}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [191, 29, 77, 99], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [191, 29, 77, 99], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""191,29,77,116;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""191,29,77,99;191,29,77,99""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,249498.954412,0.0,0.661726,0.317237,0.0,0.033511,0.265893
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1808], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 436}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [436], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [436], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1808;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""436;436""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,19.094118,0.0,0.844732,0.022489,0.0,0.094655,0.033657
