Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [259, 784, 230], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 38}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [259, 784, 38], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [259, 784, 38], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""259,784,230;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""259,784,38;259,784,38""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,185584.538235,0.0,0.813387,0.220749,0.0,0.030061,0.164247
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [253, 19, 23, 13, 29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 27}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [253, 19, 23, 13, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [253, 19, 23, 13, 27], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""253,19,23,13,29;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""253,19,23,13,27;253,19,23,13,27""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,387576.933824,0.0,0.340504,0.327914,0.0,0.044464,0.548831
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [491, 589], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 18}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [491, 18], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [491, 18], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""491,589;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""491,18;491,18""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,1157.822059,0.0,0.930727,0.073853,0.0,0.038666,0.075551
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [987], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 146}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [146], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [146], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""987;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""146;146""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,9.652941,0.0,0.774985,0.049512,0.0,0.167124,0.044485
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 21, 172, 44, 19], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 21, 172, 44, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [22, 21, 172, 44, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""22,21,172,44,19;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""22,21,172,44,16;22,21,172,44,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,789842.035294,0.0,0.411533,0.707868,0.0,0.063619,0.078054
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 451, 15, 312], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 227}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 451, 15, 227], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [28, 451, 15, 227], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""28,451,15,312;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""28,451,15,227;28,451,15,227""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,251256.332353,0.0,0.864393,0.126685,0.0,0.027267,0.150999
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [934, 732], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 391}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [934, 391], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [934, 391], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""934,732;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""934,391;934,391""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,2720.684559,0.0,0.933797,0.073958,0.0,0.032088,0.084766
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [997], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 406}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [406], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [406], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""997;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""406;406""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,10.161765,0.0,0.74848,0.056151,0.0,0.14877,0.048336
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5, 145, 586, 3, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 20}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5, 145, 586, 3, 20], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [5, 145, 586, 3, 20], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""5,145,586,3,27;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""5,145,586,3,20;5,145,586,3,20""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,364861.651471,0.0,0.320822,0.360261,0.0,0.042498,0.521237
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [146, 250, 737], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 447}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [146, 250, 447], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [146, 250, 447], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""146,250,737;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""146,250,447;146,250,447""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,110920.648529,0.0,0.914343,0.09816,0.0,0.028818,0.077744
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 1702], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 827}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 827], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [22, 827], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""22,1702;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""22,827;22,827""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,179.833824,0.0,0.926206,0.072865,0.0,0.046158,0.047368
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [114, 36, 26, 2, 210], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 195}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [114, 36, 26, 2, 195], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [114, 36, 26, 2, 195], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""114,36,26,2,210;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""114,36,26,2,195;114,36,26,2,195""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,194152.252206,0.0,0.76504,0.251067,0.0,0.028583,0.209442
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [688, 121, 492], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 384}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [688, 121, 384], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [688, 121, 384], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""688,121,492;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""688,121,384;688,121,384""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,165761.090441,0.0,0.931477,0.097788,0.0,0.041647,0.036586
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [74, 2, 20, 96, 230], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 63}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [74, 2, 20, 96, 63], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [74, 2, 20, 96, 63], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""74,2,20,96,230;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""74,2,20,96,63;74,2,20,96,63""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,258861.581618,0.0,0.816057,0.22149,0.0,0.03024,0.160989
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 76, 40, 11, 43], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 28}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 76, 40, 11, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [27, 76, 40, 11, 28], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""27,76,40,11,43;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""27,76,40,11,28;27,76,40,11,28""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,274935.464706,0.0,0.402496,0.364808,0.0,0.04045,0.474309
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [475, 51, 47, 49], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 41}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [475, 51, 47, 41], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [475, 51, 47, 41], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""475,51,47,49;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""475,51,47,41;475,51,47,41""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,459409.702941,0.0,0.380645,0.474776,0.0,0.035889,0.361097
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [449], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 300}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [300], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [300], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""449;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""300;300""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,6.489706,0.0,0.556764,0.090868,0.0,0.282801,0.069794
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1118, 312, 160], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 60}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1118, 312, 60], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1118, 312, 60], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1118,312,160;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1118,312,60;1118,312,60""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,211523.449265,0.0,0.844631,0.195543,0.0,0.021753,0.237216
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1115, 1562], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 909}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1115, 909], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1115, 909], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1115,1562;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1115,909;1115,909""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,8005.169118,0.0,0.962042,0.046555,0.0,0.026009,0.04287
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [249], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 97}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [97], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [97], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""249;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""97;97""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,4.217647,0.0,0.38145,0.089958,0.0,0.358438,0.078801
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [527], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 410}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [410], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [410], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""527;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""410;410""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,5.602941,0.0,0.722047,0.065092,0.0,0.248556,0.128346
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [57, 26, 47, 519], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 263}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [57, 26, 47, 263], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [57, 26, 47, 263], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""57,26,47,519;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""57,26,47,263;57,26,47,263""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,149610.967647,0.0,0.909198,0.093611,0.0,0.026312,0.098713
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [533, 277, 294], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 139}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [533, 277, 139], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [533, 277, 139], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""533,277,294;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""533,277,139;533,277,139""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,194678.015441,0.0,0.865894,0.15729,0.0,0.025812,0.133082
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 95, 24, 1, 101], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 87}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 95, 24, 1, 87], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [103, 95, 24, 1, 87], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""103,95,24,1,101;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""103,95,24,1,87;103,95,24,1,87""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,136088.508824,0.0,0.649753,0.336816,0.0,0.032051,0.257893
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1819], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1093}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1093], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1093], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1819;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1093;1093""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,19.085294,0.0,0.850439,0.025813,0.0,0.100555,0.041994
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12, 910, 254, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12, 910, 254, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [12, 910, 254, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""12,910,254,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""12,910,254,16;12,910,254,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,188519.022794,0.0,0.553444,0.662026,0.0,0.128445,0.229906
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [217, 890], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 512}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [217, 512], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [217, 512], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""217,890;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""217,512;217,512""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,759.431618,0.0,0.931992,0.092597,0.0,0.042082,0.037303
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [679, 865], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 848}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [679, 848], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [679, 848], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""679,865;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""679,848;679,848""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,2418.350735,0.0,0.912743,0.088196,0.0,0.047667,0.044421
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [918, 1913], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1394}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [918, 1394], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [918, 1394], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""918,1913;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""918,1394;918,1394""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,8118.816912,0.0,0.955314,0.062685,0.0,0.031367,0.036905
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [429, 1866], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 70}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [429, 70], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [429, 70], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""429,1866;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""429,70;429,70""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,3690.992647,0.0,0.960903,0.052211,0.0,0.030817,0.021737
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [54, 12, 504, 199], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 185}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [54, 12, 504, 185], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [54, 12, 504, 185], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""54,12,504,199;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""54,12,504,185;54,12,504,185""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,264677.152206,0.0,0.785407,0.221837,0.0,0.031653,0.229779
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12, 73, 24, 14, 226], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 55}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [12, 73, 24, 14, 55], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [12, 73, 24, 14, 55], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""12,73,24,14,226;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""12,73,24,14,55;12,73,24,14,55""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,276535.467647,0.0,0.791477,0.246334,0.0,0.028242,0.154923
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 472, 7, 465], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 145}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [35, 472, 7, 145], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [35, 472, 7, 145], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""35,472,7,465;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""35,472,7,145;35,472,7,145""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,234264.592647,0.0,0.88939,0.133536,0.0,0.026397,0.091532
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1716, 414], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 174}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1716, 174], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1716, 174], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1716,414;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1716,174;1716,174""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,2931.186765,0.0,0.919556,0.096685,0.0,0.027949,0.113275
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [641, 66, 881], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 176}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [641, 66, 176], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [641, 66, 176], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""641,66,881;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""641,66,176;641,66,176""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,148746.094853,0.0,0.928308,0.111356,0.0,0.029104,0.02089
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4, 2, 945, 7, 742], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 229}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4, 2, 945, 7, 229], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4, 2, 945, 7, 229], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""4,2,945,7,742;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""4,2,945,7,229;4,2,945,7,229""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,158370.369853,0.0,0.928434,0.087962,0.0,0.030363,0.071469
