Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [557, 5, 282, 212], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [557, 5, 282, 212], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [557, 5, 282, 212], ""is_host"": false}]",{},"""557,5,282,212;557,5,282,212""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""557,5,282,212""",INT32,FORMAT_ND,2,47568.348529,0.0,0.090318,0.047833,0.0,0.865813,0.513327
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [48, 103, 3, 9195], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [48, 103, 3, 9195], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [48, 103, 3, 9195], ""is_host"": false}]",{},"""48,103,3,9195;48,103,3,9195""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""48,103,3,9195""",FLOAT,FORMAT_ND,2,42717.138235,0.0,0.154459,0.041253,0.0,0.804597,0.48318
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [48, 103, 3, 9195], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [48, 103, 3, 9195], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [48, 103, 3, 9195], ""is_host"": false}]",{},"""48,103,3,9195;48,103,3,9195""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""48,103,3,9195""",FLOAT16,FORMAT_ND,2,19511.686765,0.0,0.050678,0.116107,0.0,0.836369,0.516695
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [48, 103, 3, 9195], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [48, 103, 3, 9195], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [48, 103, 3, 9195], ""is_host"": false}]",{},"""48,103,3,9195;48,103,3,9195""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""48,103,3,9195""",INT32,FORMAT_ND,2,39116.293382,0.0,0.090334,0.04505,0.0,0.864955,0.51582
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [14461], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [14461], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [14461], ""is_host"": false}]",{},"""14461;14461""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""14461""",FLOAT,FORMAT_ND,2,8.276471,0.0,0.052772,0.050284,0.0,0.649876,0.304549
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14461], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14461], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14461], ""is_host"": false}]",{},"""14461;14461""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""14461""",FLOAT16,FORMAT_ND,2,4.688971,0.0,0.042653,0.13141,0.0,0.410851,0.368512
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [14461], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [14461], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [14461], ""is_host"": false}]",{},"""14461;14461""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""14461""",INT32,FORMAT_ND,2,4.642647,0.0,0.083624,0.089642,0.0,0.585366,0.343047
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [440, 2198], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [440, 2198], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [440, 2198], ""is_host"": false}]",{},"""440,2198;440,2198""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""440,2198""",FLOAT,FORMAT_ND,2,241.506618,0.0,0.100831,0.009475,0.0,0.990425,0.689045
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [440, 2198], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [440, 2198], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [440, 2198], ""is_host"": false}]",{},"""440,2198;440,2198""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""440,2198""",FLOAT16,FORMAT_ND,2,143.881618,0.0,0.085998,0.082881,0.0,0.81164,0.467219
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [440, 2198], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [440, 2198], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [440, 2198], ""is_host"": false}]",{},"""440,2198;440,2198""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""440,2198""",INT32,FORMAT_ND,2,243.280882,0.0,0.054016,0.009409,0.0,0.98879,0.756037
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [4, 41, 7, 15, 9195], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [4, 41, 7, 15, 9195], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [4, 41, 7, 15, 9195], ""is_host"": false}]",{},"""4,41,7,15,9195;4,41,7,15,9195""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""4,41,7,15,9195""",FLOAT,FORMAT_ND,2,49097.574265,0.0,0.156023,0.046945,0.0,0.800486,0.482177
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4, 41, 7, 15, 9195], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4, 41, 7, 15, 9195], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4, 41, 7, 15, 9195], ""is_host"": false}]",{},"""4,41,7,15,9195;4,41,7,15,9195""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""4,41,7,15,9195""",FLOAT16,FORMAT_ND,2,22770.675,0.0,0.090489,0.096919,0.0,0.816888,0.485516
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4, 41, 7, 15, 9195], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4, 41, 7, 15, 9195], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4, 41, 7, 15, 9195], ""is_host"": false}]",{},"""4,41,7,15,9195;4,41,7,15,9195""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""4,41,7,15,9195""",INT32,FORMAT_ND,2,45338.240441,0.0,0.090596,0.050838,0.0,0.862296,0.51528
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [3266, 138, 74], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [3266, 138, 74], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [3266, 138, 74], ""is_host"": false}]",{},"""3266,138,74;3266,138,74""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""3266,138,74""",FLOAT,FORMAT_ND,2,9547.973529,0.0,0.088031,0.044162,0.0,0.870372,0.516051
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3266, 138, 74], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3266, 138, 74], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3266, 138, 74], ""is_host"": false}]",{},"""3266,138,74;3266,138,74""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""3266,138,74""",FLOAT16,FORMAT_ND,2,4835.341176,0.0,0.088797,0.079397,0.0,0.833741,0.489467
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [3266, 138, 74], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [3266, 138, 74], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [3266, 138, 74], ""is_host"": false}]",{},"""3266,138,74;3266,138,74""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""3266,138,74""",INT32,FORMAT_ND,2,9098.053676,0.0,0.049635,0.046345,0.0,0.906771,0.536773
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [3657], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [3657], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [3657], ""is_host"": false}]",{},"""3657;3657""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""3657""",FLOAT,FORMAT_ND,2,4.078676,0.0,0.047233,0.099153,0.0,0.439517,0.203714
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3657], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3657], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3657], ""is_host"": false}]",{},"""3657;3657""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""3657""",FLOAT16,FORMAT_ND,2,2.230147,0.0,0.034289,0.276624,0.0,0.293109,0.251896
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [3657], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [3657], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [3657], ""is_host"": false}]",{},"""3657;3657""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""3657""",INT32,FORMAT_ND,2,2.757353,0.0,0.042667,0.146933,0.0,0.3152,0.3792
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [364, 18, 42, 7, 64], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [364, 18, 42, 7, 64], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [364, 18, 42, 7, 64], ""is_host"": false}]",{},"""364,18,42,7,64;364,18,42,7,64""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""364,18,42,7,64""",FLOAT,FORMAT_ND,2,30453.063971,0.0,0.100931,0.004383,0.0,0.996364,0.635541
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [364, 18, 42, 7, 64], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [364, 18, 42, 7, 64], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [364, 18, 42, 7, 64], ""is_host"": false}]",{},"""364,18,42,7,64;364,18,42,7,64""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""364,18,42,7,64""",FLOAT16,FORMAT_ND,2,15262.570588,0.0,0.086489,0.004483,0.0,0.996673,0.660199
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [364, 18, 42, 7, 64], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [364, 18, 42, 7, 64], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [364, 18, 42, 7, 64], ""is_host"": false}]",{},"""364,18,42,7,64;364,18,42,7,64""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""364,18,42,7,64""",INT32,FORMAT_ND,2,30510.619118,0.0,0.084951,0.004374,0.0,0.997279,0.647094
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [31, 771, 15, 1, 358], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [31, 771, 15, 1, 358], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [31, 771, 15, 1, 358], ""is_host"": false}]",{},"""31,771,15,1,358;31,771,15,1,358""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""31,771,15,1,358""",FLOAT,FORMAT_ND,2,37952.969853,0.0,0.095384,0.080803,0.0,0.828747,0.531009
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [31, 771, 15, 1, 358], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [31, 771, 15, 1, 358], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [31, 771, 15, 1, 358], ""is_host"": false}]",{},"""31,771,15,1,358;31,771,15,1,358""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""31,771,15,1,358""",FLOAT16,FORMAT_ND,2,17738.870588,0.0,0.050857,0.104809,0.0,0.847685,0.520673
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [31, 771, 15, 1, 358], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [31, 771, 15, 1, 358], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [31, 771, 15, 1, 358], ""is_host"": false}]",{},"""31,771,15,1,358;31,771,15,1,358""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""31,771,15,1,358""",INT32,FORMAT_ND,2,37297.364706,0.0,0.070185,0.082223,0.0,0.852641,0.547196
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1131], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1131], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1131], ""is_host"": false}]",{},"""1131;1131""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1131""",FLOAT,FORMAT_ND,2,3.174265,0.0,0.026407,0.127172,0.0,0.454251,0.141533
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1131], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1131], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1131], ""is_host"": false}]",{},"""1131;1131""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1131""",FLOAT16,FORMAT_ND,2,2.204412,0.0,0.024683,0.278185,0.0,0.430954,0.180454
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1131], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1131], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1131], ""is_host"": false}]",{},"""1131;1131""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1131""",INT32,FORMAT_ND,2,1.989706,0.0,0.030303,0.203622,0.0,0.332964,0.248337
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [322, 436, 708], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [322, 436, 708], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [322, 436, 708], ""is_host"": false}]",{},"""322,436,708;322,436,708""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""322,436,708""",FLOAT,FORMAT_ND,2,24742.824265,0.0,0.10502,0.00819,0.0,0.983043,0.673092
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [322, 436, 708], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [322, 436, 708], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [322, 436, 708], ""is_host"": false}]",{},"""322,436,708;322,436,708""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""322,436,708""",FLOAT16,FORMAT_ND,2,13822.819853,0.0,0.049142,0.0877,0.0,0.866211,0.50365
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [322, 436, 708], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [322, 436, 708], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [322, 436, 708], ""is_host"": false}]",{},"""322,436,708;322,436,708""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""322,436,708""",INT32,FORMAT_ND,2,24681.894118,0.0,0.101519,0.00821,0.0,0.983242,0.676179
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [133, 38, 65, 340], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [133, 38, 65, 340], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [133, 38, 65, 340], ""is_host"": false}]",{},"""133,38,65,340;133,38,65,340""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""133,38,65,340""",FLOAT,FORMAT_ND,2,28211.231618,0.0,0.111441,0.025496,0.0,0.78312,0.482614
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [133, 38, 65, 340], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [133, 38, 65, 340], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [133, 38, 65, 340], ""is_host"": false}]",{},"""133,38,65,340;133,38,65,340""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""133,38,65,340""",FLOAT16,FORMAT_ND,2,15849.707353,0.0,0.071043,0.146736,0.0,0.786485,0.419098
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [133, 38, 65, 340], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [133, 38, 65, 340], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [133, 38, 65, 340], ""is_host"": false}]",{},"""133,38,65,340;133,38,65,340""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""133,38,65,340""",INT32,FORMAT_ND,2,28265.494853,0.0,0.104128,0.025447,0.0,0.78408,0.483431
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1, 256, 10, 266], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1, 256, 10, 266], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1, 256, 10, 266], ""is_host"": false}]",{},"""1,256,10,266;1,256,10,266""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1,256,10,266""",FLOAT,FORMAT_ND,2,172.881618,0.0,0.105104,0.01529,0.0,0.988036,0.718147
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 256, 10, 266], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 256, 10, 266], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 256, 10, 266], ""is_host"": false}]",{},"""1,256,10,266;1,256,10,266""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1,256,10,266""",FLOAT16,FORMAT_ND,2,87.4,0.0,0.07814,0.01675,0.0,0.97556,0.722153
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1, 256, 10, 266], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1, 256, 10, 266], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1, 256, 10, 266], ""is_host"": false}]",{},"""1,256,10,266;1,256,10,266""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1,256,10,266""",INT32,FORMAT_ND,2,172.080147,0.0,0.079341,0.015349,0.0,0.984951,0.752838
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1179, 30], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1179, 30], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1179, 30], ""is_host"": false}]",{},"""1179,30;1179,30""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1179,30""",FLOAT,FORMAT_ND,2,14.527941,0.0,0.062304,0.037807,0.0,0.706195,0.415275
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1179, 30], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1179, 30], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1179, 30], ""is_host"": false}]",{},"""1179,30;1179,30""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1179,30""",FLOAT16,FORMAT_ND,2,7.372794,0.0,0.051661,0.145407,0.0,0.561384,0.404109
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1179, 30], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1179, 30], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1179, 30], ""is_host"": false}]",{},"""1179,30;1179,30""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1179,30""",INT32,FORMAT_ND,2,11.852206,0.0,0.041566,0.046033,0.0,0.72064,0.36578
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2048, 8], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2048, 8], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2048, 8], ""is_host"": false}]",{},"""2048,8;2048,8""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""2048,8""",FLOAT,FORMAT_ND,2,5.346324,0.0,0.081694,0.031908,0.0,0.581351,0.238207
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2048, 8], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2048, 8], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2048, 8], ""is_host"": false}]",{},"""2048,8;2048,8""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""2048,8""",FLOAT16,FORMAT_ND,2,4.370588,0.0,0.045424,0.038694,0.0,0.525404,0.246467
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2048, 8], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2048, 8], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2048, 8], ""is_host"": false}]",{},"""2048,8;2048,8""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""2048,8""",INT32,FORMAT_ND,2,4.994853,0.0,0.076844,0.034153,0.0,0.558811,0.258796
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [74, 214, 94, 72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [74, 214, 94, 72], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [74, 214, 94, 72], ""is_host"": false}]",{},"""74,214,94,72;74,214,94,72""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""74,214,94,72""",FLOAT,FORMAT_ND,2,26680.328676,0.0,0.103871,0.011379,0.0,0.999903,0.748289
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [74, 214, 94, 72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [74, 214, 94, 72], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [74, 214, 94, 72], ""is_host"": false}]",{},"""74,214,94,72;74,214,94,72""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""74,214,94,72""",FLOAT16,FORMAT_ND,2,13338.534559,0.0,0.101807,0.007243,0.0,0.995605,0.675451
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [74, 214, 94, 72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [74, 214, 94, 72], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [74, 214, 94, 72], ""is_host"": false}]",{},"""74,214,94,72;74,214,94,72""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""74,214,94,72""",INT32,FORMAT_ND,2,26656.020588,0.0,0.056788,0.011389,0.0,0.9999,0.775349
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [94, 348, 392], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [94, 348, 392], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [94, 348, 392], ""is_host"": false}]",{},"""94,348,392;94,348,392""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""94,348,392""",FLOAT,FORMAT_ND,2,3204.708824,0.0,0.103246,0.007589,0.0,0.974911,0.647072
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [94, 348, 392], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [94, 348, 392], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [94, 348, 392], ""is_host"": false}]",{},"""94,348,392;94,348,392""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""94,348,392""",FLOAT16,FORMAT_ND,2,1866.941176,0.0,0.09067,0.073215,0.0,0.814568,0.471556
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [94, 348, 392], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [94, 348, 392], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [94, 348, 392], ""is_host"": false}]",{},"""94,348,392;94,348,392""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""94,348,392""",INT32,FORMAT_ND,2,3201.097794,0.0,0.102455,0.007598,0.0,0.975475,0.647512
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [398], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [398], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [398], ""is_host"": false}]",{},"""398;398""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""398""",FLOAT,FORMAT_ND,1,2.536765,0.0,0.027246,0.068406,0.0,0.491594,0.095652
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [398], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [398], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [398], ""is_host"": false}]",{},"""398;398""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""398""",FLOAT16,FORMAT_ND,1,1.569118,0.0,0.033739,0.11059,0.0,0.442362,0.247423
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [398], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [398], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [398], ""is_host"": false}]",{},"""398;398""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""398""",INT32,FORMAT_ND,1,1.398529,0.0,0.041009,0.12408,0.0,0.361725,0.173502
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [91, 1, 16, 220, 510], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [91, 1, 16, 220, 510], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [91, 1, 16, 220, 510], ""is_host"": false}]",{},"""91,1,16,220,510;91,1,16,220,510""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""91,1,16,220,510""",FLOAT,FORMAT_ND,2,40475.781618,0.0,0.103235,0.009126,0.0,0.990246,0.669253
