Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [91, 1, 16, 220, 510], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [91, 1, 16, 220, 510], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [91, 1, 16, 220, 510], ""is_host"": false}]",{},"""91,1,16,220,510;91,1,16,220,510""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""91,1,16,220,510""",FLOAT16,FORMAT_ND,2,23176.572059,0.0,0.091831,0.091002,0.0,0.821648,0.485623
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [91, 1, 16, 220, 510], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [91, 1, 16, 220, 510], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [91, 1, 16, 220, 510], ""is_host"": false}]",{},"""91,1,16,220,510;91,1,16,220,510""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""91,1,16,220,510""",INT32,FORMAT_ND,2,40388.157353,0.0,0.102876,0.009146,0.0,0.99027,0.670198
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [226, 270], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [226, 270], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [226, 270], ""is_host"": false}]",{},"""226,270;226,270""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""226,270""",FLOAT,FORMAT_ND,2,23.945588,0.0,0.122889,0.037155,0.0,0.733986,0.366394
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [226, 270], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [226, 270], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [226, 270], ""is_host"": false}]",{},"""226,270;226,270""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""226,270""",FLOAT16,FORMAT_ND,2,11.391912,0.0,0.038598,0.095011,0.0,0.725037,0.39179
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [226, 270], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [226, 270], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [226, 270], ""is_host"": false}]",{},"""226,270;226,270""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""226,270""",INT32,FORMAT_ND,2,19.007353,0.0,0.083172,0.046809,0.0,0.774275,0.413849
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [248, 226, 244, 12], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [248, 226, 244, 12], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [248, 226, 244, 12], ""is_host"": false}]",{},"""248,226,244,12;248,226,244,12""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""248,226,244,12""",FLOAT,FORMAT_ND,2,40862.200735,0.0,0.105144,0.008909,0.0,0.995319,0.716951
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [248, 226, 244, 12], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [248, 226, 244, 12], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [248, 226, 244, 12], ""is_host"": false}]",{},"""248,226,244,12;248,226,244,12""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""248,226,244,12""",FLOAT16,FORMAT_ND,2,20456.379412,0.0,0.102567,0.008238,0.0,0.990576,0.672914
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [248, 226, 244, 12], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [248, 226, 244, 12], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [248, 226, 244, 12], ""is_host"": false}]",{},"""248,226,244,12;248,226,244,12""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""248,226,244,12""",INT32,FORMAT_ND,2,40928.679412,0.0,0.104024,0.008894,0.0,0.995634,0.719942
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [20, 45, 12, 55, 268], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [20, 45, 12, 55, 268], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [20, 45, 12, 55, 268], ""is_host"": false}]",{},"""20,45,12,55,268;20,45,12,55,268""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""20,45,12,55,268""",FLOAT,FORMAT_ND,2,42512.843382,0.0,0.0962,0.040468,0.0,0.901544,0.631883
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [20, 45, 12, 55, 268], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [20, 45, 12, 55, 268], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [20, 45, 12, 55, 268], ""is_host"": false}]",{},"""20,45,12,55,268;20,45,12,55,268""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""20,45,12,55,268""",FLOAT16,FORMAT_ND,2,22196.772059,0.0,0.051518,0.118187,0.0,0.83785,0.523864
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [20, 45, 12, 55, 268], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [20, 45, 12, 55, 268], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [20, 45, 12, 55, 268], ""is_host"": false}]",{},"""20,45,12,55,268;20,45,12,55,268""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""20,45,12,55,268""",INT32,FORMAT_ND,2,41987.324265,0.0,0.061847,0.040974,0.0,0.931559,0.653546
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [466], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [466], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [466], ""is_host"": false}]",{},"""466;466""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""466""",FLOAT,FORMAT_ND,1,2.586765,0.0,0.030131,0.067652,0.0,0.494031,0.095509
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [466], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [466], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [466], ""is_host"": false}]",{},"""466;466""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""466""",FLOAT16,FORMAT_ND,1,1.551471,0.0,0.034123,0.111848,0.0,0.434123,0.256872
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [466], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [466], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [466], ""is_host"": false}]",{},"""466;466""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""466""",INT32,FORMAT_ND,1,1.414706,0.0,0.04158,0.123701,0.0,0.361746,0.173597
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [96], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [96], ""is_host"": false}]",{},"""96;96""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""96""",FLOAT,FORMAT_ND,1,1.113235,0.0,0.043593,0.151915,0.0,0.412153,0.153236
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96], ""is_host"": false}]",{},"""96;96""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""96""",FLOAT16,FORMAT_ND,1,1.192647,0.0,0.020962,0.136868,0.0,0.388409,0.088779
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [96], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [96], ""is_host"": false}]",{},"""96;96""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""96""",INT32,FORMAT_ND,1,1.101471,0.0,0.040053,0.153538,0.0,0.417891,0.154873
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [84, 425], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [84, 425], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [84, 425], ""is_host"": false}]",{},"""84,425;84,425""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""84,425""",FLOAT,FORMAT_ND,2,12.741912,0.0,0.071441,0.034913,0.0,0.721623,0.403485
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [84, 425], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [84, 425], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [84, 425], ""is_host"": false}]",{},"""84,425;84,425""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""84,425""",FLOAT16,FORMAT_ND,2,6.655147,0.0,0.038007,0.09347,0.0,0.63319,0.251464
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [84, 425], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [84, 425], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [84, 425], ""is_host"": false}]",{},"""84,425;84,425""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""84,425""",INT32,FORMAT_ND,2,10.828676,0.0,0.04563,0.041013,0.0,0.759897,0.444014
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [8818, 339], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [8818, 339], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [8818, 339], ""is_host"": false}]",{},"""8818,339;8818,339""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""8818,339""",FLOAT,FORMAT_ND,2,861.577206,0.0,0.090197,0.044362,0.0,0.86462,0.516546
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8818, 339], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8818, 339], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8818, 339], ""is_host"": false}]",{},"""8818,339;8818,339""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""8818,339""",FLOAT16,FORMAT_ND,2,441.485294,0.0,0.087752,0.076826,0.0,0.830547,0.486043
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [8818, 339], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [8818, 339], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [8818, 339], ""is_host"": false}]",{},"""8818,339;8818,339""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""8818,339""",INT32,FORMAT_ND,2,835.474265,0.0,0.049959,0.045748,0.0,0.90281,0.530194
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [210, 310, 1962], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [210, 310, 1962], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [210, 310, 1962], ""is_host"": false}]",{},"""210,310,1962;210,310,1962""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""210,310,1962""",FLOAT,FORMAT_ND,2,36655.046324,0.0,0.088017,0.044188,0.0,0.870088,0.517665
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [210, 310, 1962], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [210, 310, 1962], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [210, 310, 1962], ""is_host"": false}]",{},"""210,310,1962;210,310,1962""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""210,310,1962""",FLOAT16,FORMAT_ND,2,18523.163235,0.0,0.088163,0.082466,0.0,0.832,0.487536
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [210, 310, 1962], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [210, 310, 1962], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [210, 310, 1962], ""is_host"": false}]",{},"""210,310,1962;210,310,1962""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""210,310,1962""",INT32,FORMAT_ND,2,35137.777206,0.0,0.049587,0.046096,0.0,0.906726,0.538336
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [422], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [422], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [422], ""is_host"": false}]",{},"""422;422""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""422""",FLOAT,FORMAT_ND,1,2.527941,0.0,0.029087,0.069808,0.0,0.488656,0.095404
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [422], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [422], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [422], ""is_host"": false}]",{},"""422;422""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""422""",FLOAT16,FORMAT_ND,1,1.529412,0.0,0.034615,0.115385,0.0,0.433654,0.252885
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [422], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [422], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [422], ""is_host"": false}]",{},"""422;422""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""422""",INT32,FORMAT_ND,1,1.392647,0.0,0.041183,0.126716,0.0,0.364308,0.173178
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [334, 1, 470, 450], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [334, 1, 470, 450], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [334, 1, 470, 450], ""is_host"": false}]",{},"""334,1,470,450;334,1,470,450""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""334,1,470,450""",FLOAT,FORMAT_ND,2,21586.824265,0.0,0.158194,0.042412,0.0,0.798475,0.477772
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [334, 1, 470, 450], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [334, 1, 470, 450], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [334, 1, 470, 450], ""is_host"": false}]",{},"""334,1,470,450;334,1,470,450""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""334,1,470,450""",FLOAT16,FORMAT_ND,2,10082.675735,0.0,0.091097,0.086446,0.0,0.823551,0.48273
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [334, 1, 470, 450], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [334, 1, 470, 450], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [334, 1, 470, 450], ""is_host"": false}]",{},"""334,1,470,450;334,1,470,450""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""334,1,470,450""",INT32,FORMAT_ND,2,20148.9375,0.0,0.091269,0.04544,0.0,0.861865,0.511398
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1724], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1724], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1724], ""is_host"": false}]",{},"""1724;1724""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1724""",FLOAT,FORMAT_ND,2,3.066912,0.0,0.030209,0.131863,0.0,0.457444,0.162071
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1724], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1724], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1724], ""is_host"": false}]",{},"""1724;1724""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1724""",FLOAT16,FORMAT_ND,2,1.925,0.0,0.029794,0.318564,0.0,0.409091,0.187548
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1724], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1724], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1724], ""is_host"": false}]",{},"""1724;1724""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1724""",INT32,FORMAT_ND,2,1.990441,0.0,0.036941,0.203177,0.0,0.324714,0.284448
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [186], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [186], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [186], ""is_host"": false}]",{},"""186;186""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""186""",FLOAT,FORMAT_ND,1,1.348529,0.0,0.043621,0.130862,0.0,0.500545,0.139586
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [186], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [186], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [186], ""is_host"": false}]",{},"""186;186""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""186""",FLOAT16,FORMAT_ND,1,1.282353,0.0,0.038991,0.133028,0.0,0.358945,0.133028
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [186], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [186], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [186], ""is_host"": false}]",{},"""186;186""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""186""",INT32,FORMAT_ND,1,1.186765,0.0,0.043371,0.148699,0.0,0.394052,0.158612
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [256, 110, 3870], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [256, 110, 3870], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [256, 110, 3870], ""is_host"": false}]",{},"""256,110,3870;256,110,3870""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""256,110,3870""",FLOAT,FORMAT_ND,2,30923.394853,0.0,0.091064,0.057769,0.0,0.854714,0.523217
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [256, 110, 3870], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [256, 110, 3870], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [256, 110, 3870], ""is_host"": false}]",{},"""256,110,3870;256,110,3870""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""256,110,3870""",FLOAT16,FORMAT_ND,2,15225.541912,0.0,0.048958,0.085272,0.0,0.867907,0.510882
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [256, 110, 3870], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [256, 110, 3870], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [256, 110, 3870], ""is_host"": false}]",{},"""256,110,3870;256,110,3870""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""256,110,3870""",INT32,FORMAT_ND,2,29974.658088,0.0,0.051463,0.059597,0.0,0.892573,0.540852
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [110], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [110], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [110], ""is_host"": false}]",{},"""110;110""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""110""",FLOAT,FORMAT_ND,1,2.669118,0.0,0.020937,0.063912,0.0,0.536088,0.076033
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [110], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [110], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [110], ""is_host"": false}]",{},"""110;110""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""110""",FLOAT16,FORMAT_ND,1,1.588235,0.0,0.019444,0.103704,0.0,0.405556,0.197222
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [110], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [110], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [110], ""is_host"": false}]",{},"""110;110""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""110""",INT32,FORMAT_ND,1,1.108824,0.0,0.045093,0.153846,0.0,0.417772,0.153846
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [104, 37, 1320, 36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [104, 37, 1320, 36], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [104, 37, 1320, 36], ""is_host"": false}]",{},"""104,37,1320,36;104,37,1320,36""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""104,37,1320,36""",FLOAT,FORMAT_ND,2,54738.601471,0.0,0.161116,0.040155,0.0,0.772337,0.446572
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [104, 37, 1320, 36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [104, 37, 1320, 36], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [104, 37, 1320, 36], ""is_host"": false}]",{},"""104,37,1320,36;104,37,1320,36""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""104,37,1320,36""",FLOAT16,FORMAT_ND,2,26240.555147,0.0,0.094348,0.067021,0.0,0.798921,0.434937
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [104, 37, 1320, 36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [104, 37, 1320, 36], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [104, 37, 1320, 36], ""is_host"": false}]",{},"""104,37,1320,36;104,37,1320,36""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""104,37,1320,36""",INT32,FORMAT_ND,2,51575.7375,0.0,0.095236,0.042617,0.0,0.830667,0.480765
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [180, 432, 500], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [180, 432, 500], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [180, 432, 500], ""is_host"": false}]",{},"""180,432,500;180,432,500""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""180,432,500""",FLOAT,FORMAT_ND,2,9718.805882,0.0,0.191636,0.007661,0.0,0.974441,0.649698
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [180, 432, 500], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [180, 432, 500], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [180, 432, 500], ""is_host"": false}]",{},"""180,432,500;180,432,500""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""180,432,500""",FLOAT16,FORMAT_ND,2,5508.866176,0.0,0.091922,0.077599,0.0,0.823642,0.47663
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [180, 432, 500], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [180, 432, 500], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [180, 432, 500], ""is_host"": false}]",{},"""180,432,500;180,432,500""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""180,432,500""",INT32,FORMAT_ND,2,9701.784559,0.0,0.102344,0.007675,0.0,0.977226,0.664911
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [28], ""is_host"": false}]",{},"""28;28""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""28""",FLOAT,FORMAT_ND,1,2.311765,0.0,0.013995,0.071247,0.0,0.496183,0.061705
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28], ""is_host"": false}]",{},"""28;28""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""28""",FLOAT16,FORMAT_ND,1,1.408824,0.0,0.021921,0.11691,0.0,0.447808,0.222338
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [28], ""is_host"": false}]",{},"""28;28""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""28""",INT32,FORMAT_ND,1,1.229412,0.0,0.02512,0.133971,0.0,0.367225,0.116029
