,Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
298,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [424, 17, 118, 61], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [17], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [17], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [424, 17, 118, 61], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [424, 17, 118, 61], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [424, 17, 118, 61], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""424,17,118,61;17;17""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""424,17,118,61;424,1,1,61;424,1,1,61""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,865650.280882,0.0,0.482372,0.131784,0.0,0.816051,0.130685
299,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 315, 53, 131], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [315], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [315], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 315, 53, 131], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 315, 53, 131], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 315, 53, 131], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""28,315,53,131;315;315""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""28,315,53,131;28,1,1,131;28,1,1,131""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,864507.926471,0.0,0.653633,0.131238,0.0,0.436393,0.092501
300,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [868, 50, 26, 48], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [50], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [50], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [868, 50, 26, 48], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [868, 50, 26, 48], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [868, 50, 26, 48], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""868,50,26,48;50;50""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""868,50,26,48;868,1,1,48;868,1,1,48""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,103681.463235,0.0,0.925798,0.167142,0.0,0.143741,0.089183
301,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [201, 19, 63, 274], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [201, 19, 63, 274], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [201, 19, 63, 274], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [201, 19, 63, 274], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""201,19,63,274;19;19""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""201,19,63,274;201,1,1,274;201,1,1,274""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,510456.808824,0.0,0.680746,0.12183,0.0,0.416949,0.124206
302,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [442, 122, 387, 3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [122], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [122], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [442, 122, 387, 3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [442, 122, 387, 3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [442, 122, 387, 3], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""442,122,387,3;122;122""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""442,122,387,3;442,1,1,3;442,1,1,3""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,19496142.976471,0.0,0.135521,0.13313,0.0,0.180731,0.122354
303,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [324, 5, 201, 196], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [324, 5, 201, 196], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [324, 5, 201, 196], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [324, 5, 201, 196], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""324,5,201,196;5;5""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""324,5,201,196;324,1,1,196;324,1,1,196""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,661057.330882,0.0,0.665214,0.141575,0.0,0.444583,0.105982
304,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [43, 717, 12, 123], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [717], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [717], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [43, 717, 12, 123], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [43, 717, 12, 123], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [43, 717, 12, 123], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""43,717,12,123;717;717""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""43,717,12,123;43,1,1,123;43,1,1,123""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,653300.044118,0.0,0.636593,0.126795,0.0,0.51118,0.124587
305,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [205, 910, 31, 6], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [910], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [910], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [205, 910, 31, 6], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [205, 910, 31, 6], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [205, 910, 31, 6], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""205,910,31,6;910;910""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""205,910,31,6;205,1,1,6;205,1,1,6""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,6106049.419118,0.0,0.50704,0.135849,0.0,0.670459,0.115659
306,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [29, 42, 20, 2017], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [42], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [29, 42, 20, 2017], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [29, 42, 20, 2017], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [29, 42, 20, 2017], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""29,42,20,2017;42;42""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""29,42,20,2017;29,1,1,2017;29,1,1,2017""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,123762.298529,0.0,0.888249,0.1698,0.0,0.33117,0.139594
307,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [844, 106, 8, 79], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [106], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [106], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [844, 106, 8, 79], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [844, 106, 8, 79], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [844, 106, 8, 79], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""844,106,8,79;106;106""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""844,106,8,79;844,1,1,79;844,1,1,79""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1295291.335294,0.0,0.628491,0.140755,0.0,0.476144,0.09909
308,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [149, 40, 76, 122], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [40], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [40], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [149, 40, 76, 122], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [149, 40, 76, 122], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [149, 40, 76, 122], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""149,40,76,122;40;40""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""149,40,76,122;149,1,1,122;149,1,1,122""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,134989.460294,0.0,0.887512,0.19023,0.0,0.36434,0.136065
309,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 15, 461, 117], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [15], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [15], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 15, 461, 117], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 15, 461, 117], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 15, 461, 117], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""52,15,461,117;15;15""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""52,15,461,117;52,1,1,117;52,1,1,117""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1055420.857353,0.0,0.587731,0.153997,0.0,0.587628,0.163877
310,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [332, 21, 49, 127], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [332, 21, 49, 127], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [332, 21, 49, 127], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [332, 21, 49, 127], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""332,21,49,127;21;21""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""332,21,49,127;332,1,1,127;332,1,1,127""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,596818.192647,0.0,0.627802,0.115778,0.0,0.499332,0.117203
311,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 77, 254, 101], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [77], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [77], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 77, 254, 101], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 77, 254, 101], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 77, 254, 101], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""27,77,254,101;77;77""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""27,77,254,101;27,1,1,101;27,1,1,101""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1021471.885294,0.0,0.664136,0.131265,0.0,0.474104,0.077127
312,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [48, 12, 666, 125], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [12], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [12], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [48, 12, 666, 125], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [48, 12, 666, 125], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [48, 12, 666, 125], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""48,12,666,125;12;12""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""48,12,666,125;48,1,1,125;48,1,1,125""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,653218.104412,0.0,0.640497,0.115514,0.0,0.499884,0.116551
313,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 265, 33, 42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [265], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [265], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 265, 33, 42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 265, 33, 42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 265, 33, 42], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""103,265,33,42;265;265""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""103,265,33,42;103,1,1,42;103,1,1,42""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1010721.257353,0.0,0.513697,0.131447,0.0,0.662962,0.121119
314,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [432, 64, 116, 15], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [64], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [64], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [432, 64, 116, 15], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [432, 64, 116, 15], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [432, 64, 116, 15], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""432,64,116,15;64;64""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""432,64,116,15;432,1,1,15;432,1,1,15""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,3043142.252941,0.0,0.462526,0.142325,0.0,0.81241,0.124547
315,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [93, 95, 42, 157], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [93, 95, 42, 157], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [93, 95, 42, 157], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [93, 95, 42, 157], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""93,95,42,157;95;95""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""93,95,42,157;93,1,1,157;93,1,1,157""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,695585.864706,0.0,0.642371,0.142875,0.0,0.448674,0.101972
316,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [57, 370, 49, 61], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [370], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [370], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [57, 370, 49, 61], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [57, 370, 49, 61], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [57, 370, 49, 61], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""57,370,49,61;370;370""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""57,370,49,61;57,1,1,61;57,1,1,61""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1053461.192647,0.0,0.485744,0.131359,0.0,0.821845,0.132579
317,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1653, 239, 42, 4], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [239], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [239], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1653, 239, 42, 4], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1653, 239, 42, 4], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1653, 239, 42, 4], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""1653,239,42,4;239;239""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1653,239,42,4;1653,1,1,4;1653,1,1,4""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,17391822.908824,0.0,0.144492,0.144817,0.0,0.30705,0.120724
318,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [243, 160, 2, 617], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [160], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [160], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [243, 160, 2, 617], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [243, 160, 2, 617], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [243, 160, 2, 617], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""243,160,2,617;160;160""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""243,160,2,617;243,1,1,617;243,1,1,617""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,214791.835294,0.0,0.782932,0.126946,0.0,0.489521,0.16132
319,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34, 226, 347, 19], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [226], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [226], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34, 226, 347, 19], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34, 226, 347, 19], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34, 226, 347, 19], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""34,226,347,19;226;226""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""34,226,347,19;34,1,1,19;34,1,1,19""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,2839035.360294,0.0,0.496938,0.128079,0.0,0.67331,0.113165
320,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [92, 105, 84, 55], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [105], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [105], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [92, 105, 84, 55], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [92, 105, 84, 55], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [92, 105, 84, 55], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""92,105,84,55;105;105""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""92,105,84,55;92,1,1,55;92,1,1,55""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,821269.189706,0.0,0.484514,0.134383,0.0,0.813443,0.128476
321,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [271, 59, 107, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [59], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [59], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [271, 59, 107, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [271, 59, 107, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [271, 59, 107, 27], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""271,59,107,27;59;59""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""271,59,107,27;271,1,1,27;271,1,1,27""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1851917.126471,0.0,0.495768,0.128998,0.0,0.664961,0.116984
322,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [111, 77, 96, 55], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [77], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [77], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [111, 77, 96, 55], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [111, 77, 96, 55], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [111, 77, 96, 55], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""111,77,96,55;77;77""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""111,77,96,55;111,1,1,55;111,1,1,55""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,91490.723529,0.0,0.917707,0.108765,0.0,0.436807,0.163136
323,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 319, 8, 359], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [319], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [319], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 319, 8, 359], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 319, 8, 359], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [52, 319, 8, 359], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""52,319,8,359;319;319""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""52,319,8,359;52,1,1,359;52,1,1,359""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,320948.922059,0.0,0.681628,0.136347,0.0,0.437155,0.13202
324,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [163, 36, 226, 39], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [36], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [163, 36, 226, 39], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [163, 36, 226, 39], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [163, 36, 226, 39], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""163,36,226,39;36;36""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""163,36,226,39;163,1,1,39;163,1,1,39""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1314337.622059,0.0,0.47665,0.133688,0.0,0.820478,0.126047
