,Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
2872,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 7, 653, 214], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 7, 653, 214], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 7, 653, 214], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 7, 653, 214], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""62,7,653,214;7;7""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""62,7,653,214;62,1,1,214;62,1,1,214""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,878801.647059,0.0,0.589979,0.181528,0.0,0.579371,0.181951
2873,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [147, 89, 119, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [89], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [89], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [147, 89, 119, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [147, 89, 119, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [147, 89, 119, 27], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""147,89,119,27;89;89""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""147,89,119,27;147,1,1,27;147,1,1,27""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1493700.486765,0.0,0.462038,0.135254,0.0,0.825313,0.129233
2874,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [33, 219, 369, 13], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [219], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [219], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [33, 219, 369, 13], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [33, 219, 369, 13], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [33, 219, 369, 13], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""33,219,369,13;219;219""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""33,219,369,13;33,1,1,13;33,1,1,13""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,2876015.854412,0.0,0.486912,0.122252,0.0,0.683545,0.1088
2875,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [32, 330, 11, 559], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [330], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [330], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [32, 330, 11, 559], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [32, 330, 11, 559], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [32, 330, 11, 559], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""32,330,11,559;330;330""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""32,330,11,559;32,1,1,559;32,1,1,559""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,283493.563235,0.0,0.728475,0.129017,0.0,0.467081,0.136908
2876,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [128, 113, 96, 42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [113], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [113], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [128, 113, 96, 42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [128, 113, 96, 42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [128, 113, 96, 42], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""128,113,96,42;113;113""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""128,113,96,42;128,1,1,42;128,1,1,42""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,141516.451471,0.0,0.661277,0.051138,0.0,0.41259,0.171986
2877,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [211, 11, 245, 76], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [11], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [11], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [211, 11, 245, 76], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [211, 11, 245, 76], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [211, 11, 245, 76], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""211,11,245,76;11;11""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""211,11,245,76;211,1,1,76;211,1,1,76""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,916238.779412,0.0,0.62234,0.114792,0.0,0.50295,0.094734
2878,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7, 107, 458, 142], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [107], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [107], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7, 107, 458, 142], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7, 107, 458, 142], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7, 107, 458, 142], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""7,107,458,142;107;107""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""7,107,458,142;7,1,1,142;7,1,1,142""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,823230.866176,0.0,0.613749,0.164833,0.0,0.533333,0.139637
2879,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [412, 8, 169, 98], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [8], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [8], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [412, 8, 169, 98], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [412, 8, 169, 98], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [412, 8, 169, 98], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""412,8,169,98;8;8""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""412,8,169,98;412,1,1,98;412,1,1,98""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,960189.205882,0.0,0.628277,0.121746,0.0,0.507543,0.109193
2880,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [885, 16, 19, 125], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [16], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [885, 16, 19, 125], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [885, 16, 19, 125], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [885, 16, 19, 125], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""885,16,19,125;16;16""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""885,16,19,125;885,1,1,125;885,1,1,125""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,499501.923529,0.0,0.648877,0.117181,0.0,0.449185,0.089544
2881,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 59, 294, 111], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [59], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [59], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 59, 294, 111], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 59, 294, 111], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 59, 294, 111], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""19,59,294,111;59;59""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""19,59,294,111;19,1,1,111;19,1,1,111""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,550828.413235,0.0,0.6373,0.12278,0.0,0.49425,0.110063
2882,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 96, 181, 101], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 96, 181, 101], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 96, 181, 101], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 96, 181, 101], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""28,96,181,101;96;96""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""28,96,181,101;28,1,1,101;28,1,1,101""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1305482.472059,0.0,0.621542,0.14138,0.0,0.554093,0.111148
2883,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [216, 250, 5, 170], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [250], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [250], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [216, 250, 5, 170], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [216, 250, 5, 170], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [216, 250, 5, 170], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""216,250,5,170;250;250""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""216,250,5,170;216,1,1,170;216,1,1,170""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,520202.751471,0.0,0.630803,0.148787,0.0,0.514451,0.134253
2884,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [179, 3, 193, 397], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [179, 3, 193, 397], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [179, 3, 193, 397], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [179, 3, 193, 397], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""179,3,193,397;3;3""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""179,3,193,397;179,1,1,397;179,1,1,397""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,362420.904412,0.0,0.632973,0.156381,0.0,0.541552,0.182804
2885,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [165, 31, 12, 688], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [31], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [31], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [165, 31, 12, 688], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [165, 31, 12, 688], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [165, 31, 12, 688], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""165,31,12,688;31;31""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""165,31,12,688;165,1,1,688;165,1,1,688""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,69082.927941,0.0,0.924538,0.051683,0.0,0.100119,0.068983
2886,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [109, 5, 76, 959], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [109, 5, 76, 959], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [109, 5, 76, 959], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [109, 5, 76, 959], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""109,5,76,959;5;5""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""109,5,76,959;109,1,1,959;109,1,1,959""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,141673.757353,0.0,0.734718,0.114039,0.0,0.430767,0.148975
2887,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [91, 124, 85, 43], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [124], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [124], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [91, 124, 85, 43], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [91, 124, 85, 43], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [91, 124, 85, 43], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""91,124,85,43;124;124""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""91,124,85,43;91,1,1,43;91,1,1,43""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,961775.119118,0.0,0.478972,0.130135,0.0,0.820523,0.1271
2888,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1810, 28, 30, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1810, 28, 30, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1810, 28, 30, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1810, 28, 30, 23], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""1810,28,30,23;28;28""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1810,28,30,23;1810,1,1,23;1810,1,1,23""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1638009.977941,0.0,0.506532,0.148119,0.0,0.667339,0.119071
2889,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [79, 57, 110, 90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [57], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [57], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [79, 57, 110, 90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [79, 57, 110, 90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [79, 57, 110, 90], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""79,57,110,90;57;57""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""79,57,110,90;79,1,1,90;79,1,1,90""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,797695.280882,0.0,0.623284,0.121865,0.0,0.498626,0.104194
2890,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 126, 462, 90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [126], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [126], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 126, 462, 90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 126, 462, 90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 126, 462, 90], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""11,126,462,90;126;126""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""11,126,462,90;11,1,1,90;11,1,1,90""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1088190.448529,0.0,0.644294,0.122368,0.0,0.445746,0.084258
2891,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [6, 104, 226, 385], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [104], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [104], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [6, 104, 226, 385], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [6, 104, 226, 385], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [6, 104, 226, 385], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""6,104,226,385;104;104""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""6,104,226,385;6,1,1,385;6,1,1,385""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,373440.510294,0.0,0.693962,0.149136,0.0,0.529629,0.13131
2892,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [347, 68, 25, 62], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [68], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [68], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [347, 68, 25, 62], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [347, 68, 25, 62], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [347, 68, 25, 62], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""347,68,25,62;68;68""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""347,68,25,62;347,1,1,62;347,1,1,62""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,678421.885294,0.0,0.514577,0.13156,0.0,0.662273,0.123455
2893,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [100, 5, 441, 169], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [5], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [5], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [100, 5, 441, 169], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [100, 5, 441, 169], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [100, 5, 441, 169], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""100,5,441,169;5;5""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""100,5,441,169;100,1,1,169;100,1,1,169""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,395859.347059,0.0,0.630107,0.127455,0.0,0.493975,0.119118
2894,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [189, 914, 7, 31], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [914], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [914], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [189, 914, 7, 31], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [189, 914, 7, 31], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [189, 914, 7, 31], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""189,914,7,31;914;914""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""189,914,7,31;189,1,1,31;189,1,1,31""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1466260.994118,0.0,0.496151,0.1548,0.0,0.686623,0.148322
2895,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [765, 1, 219, 219], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [765, 1, 219, 219], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [765, 1, 219, 219], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [765, 1, 219, 219], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""765,1,219,219;1;1""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""765,1,219,219;765,1,1,219;765,1,1,219""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,192427.635294,0.0,0.72607,0.131998,0.0,0.549191,0.147886
2896,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [254, 57, 36, 122], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [57], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [57], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [254, 57, 36, 122], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [254, 57, 36, 122], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [254, 57, 36, 122], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""254,57,36,122;57;57""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""254,57,36,122;254,1,1,122;254,1,1,122""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,125100.298529,0.0,0.931498,0.101094,0.0,0.390416,0.151968
2897,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34, 61, 77, 336], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34, 61, 77, 336], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34, 61, 77, 336], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [34, 61, 77, 336], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""34,61,77,336;61;61""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""34,61,77,336;34,1,1,336;34,1,1,336""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,145267.885294,0.0,0.795024,0.082588,0.0,0.389134,0.136995
2898,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [15, 162, 356, 68], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [162], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [162], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [15, 162, 356, 68], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [15, 162, 356, 68], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [15, 162, 356, 68], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""15,162,356,68;162;162""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""15,162,356,68;15,1,1,68;15,1,1,68""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,412563.833824,0.0,0.639247,0.126612,0.0,0.493287,0.119
