Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [620], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""620""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,1.463235,0.0,0.173869,0.108543,0.0,0.363819,0.074372
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1885, 343], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""1885,343""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,155.885294,0.0,0.969057,0.02033,0.0,0.420917,0.001943
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1885, 343], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""1885,343""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,72.013235,0.0,0.94376,0.025669,0.0,0.472156,0.004207
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [136], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""136""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,2.186765,0.0,0.110962,0.071957,0.0,0.392737,0.06456
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [136], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""136""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,1.341176,0.0,0.167763,0.10307,0.0,0.322368,0.08114
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [790], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""790""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,1.392647,0.0,0.277719,0.114044,0.0,0.357973,0.078141
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [790], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""790""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,1.395588,0.0,0.19705,0.11275,0.0,0.323498,0.077977
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [9, 7, 117, 31, 202], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""9,7,117,31,202""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,10759.014706,0.0,0.990726,0.019271,0.0,0.417923,1.1e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [9, 7, 117, 31, 202], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""9,7,117,31,202""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,4445.729412,0.0,0.98776,0.023329,0.0,0.510567,6.8e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [194, 46, 280, 26], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""194,46,280,26""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,15065.145588,0.0,0.991242,0.020719,0.0,0.415681,2e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [194, 46, 280, 26], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""194,46,280,26""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,6012.941176,0.0,0.988422,0.021899,0.0,0.521681,5e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1677, 661, 37], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""1677,661,37""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,10280.736765,0.0,0.985203,0.029372,0.0,0.443298,2.9e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1677, 661, 37], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""1677,661,37""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,3938.826471,0.0,0.987543,0.022662,0.0,0.511473,7.7e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1727, 778], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""1727,778""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,341.086765,0.0,0.974817,0.030202,0.0,0.449446,0.000892
